url_article,Date,Auteur,Titre,Annee
https://pubmed.ncbi.nlm.nih.gov/27916850/#affiliation-1,['2016 Nov 29;'],"['Meimei Chen', '\n              2\n            ', '\n              3\n            ', '\n              4\n            ', '\n              5\n            ', '\n              6\n            ', '\n              7\n            ']","Multi-Layer Identification of Highly-Potent ABCA1 Up-Regulators Targeting LXRβ Using Multiple QSAR Modeling, Structural Similarity Analysis, and Molecular Docking",2016
https://pubmed.ncbi.nlm.nih.gov/21777651/#affiliation-1,['2011 Dec;'],"['Harald Hampel', 'David Prvulovic', 'Arun L W Bokde']",Recent developments of functional magnetic resonance imaging research for drug development in Alzheimer's disease,2011
https://pubmed.ncbi.nlm.nih.gov/30842562/#affiliation-1,['2019 Mar 6;'],"['Hosub Park', 'Sung-Min Chun', '\n              2\n            ', '\n              3\n            ', '\n              4\n            ', '\n              4\n            ', '\n              1\n            ', '\n              2\n            ', '\n              1\n            ', 'Se Jin Jang', '\n              2\n            ', '\n              1\n            ', '\n              5\n            ', '\n              6\n            ', '\n              7\n            ', '\n              9\n            ']",Detection of chromosome structural variation by targeted next-generation sequencing and a deep learning application,2019
https://pubmed.ncbi.nlm.nih.gov/29781102/#affiliation-1,['2018 Oct;'],"['Sascha D Krauß', 'Raphael Roy', 'Hesham K Yosef', 'Tatjana Lechtonen', 'Samir F El-Mashtoly', 'Klaus Gerwert', 'Axel Mosig']",Hierarchical deep convolutional neural networks combine spectral and spatial information for highly accurate Raman-microscopy-based cytopathology,2018
https://pubmed.ncbi.nlm.nih.gov/30244648/#affiliation-1,['2018 Jan 1;'],"['Ahmed Shaffie', '\n              2\n            ', '\n              1\n            ', '\n              3\n            ', '\n              1\n            ', 'Fatma Taher', 'Neal Dunlap', 'Brian Wang', 'Victor van Berkel', 'Robert Keynton', 'Adel Elmaghraby', 'Ayman El-Baz']",A Generalized Deep Learning-Based Diagnostic System for Early Diagnosis of Various Types of Pulmonary Nodules,2018
https://pubmed.ncbi.nlm.nih.gov/27479327/#affiliation-1,['2016 Sep;'],"['Leila Pirhaji', 'Pamela Milani', 'Mathias Leidl', 'Timothy Curran', '\n              3\n            ', '\n              4\n            ', '\n              4\n            ', '\n              1\n            ', 'Alan Saghatelian', '\n              5\n            ', '\n              1\n            ']",Revealing disease-associated pathways by network integration of untargeted metabolomics,2016
https://pubmed.ncbi.nlm.nih.gov/16315273/#affiliation-1,['2005 Dec;'],"['Jérémie Pariente', 'Susanna Cole', 'Linda Clare', 'Martin Rossor', 'Michèle Puel', 'Francois Chollet']",Alzheimer's patients engage an alternative network during a memory task,2005
https://pubmed.ncbi.nlm.nih.gov/29477418/#affiliation-1,['2018 Apr;'],"['Alvaro David Orjuela-Cañón', 'Jorge Eliécer Camargo Mendoza', 'Carlos Enrique Awad García', 'Erika Paola Vergara Vela']",Tuberculosis diagnosis support analysis for precarious health information systems,2018
https://pubmed.ncbi.nlm.nih.gov/29507784/#affiliation-1,['2017 Jun 21;'],"['Fei Jiang', 'Yong Jiang', 'Hui Zhi', 'Yi Dong', 'Hao Li', 'Sufeng Ma', 'Yilong Wang', 'Qiang Dong', 'Haipeng Shen', 'Yongjun Wang']","Artificial intelligence in healthcare: past, present and future",2017
https://pubmed.ncbi.nlm.nih.gov/21761660/#affiliation-1,['2011;'],"['Yonggang Shi', 'Rongjie Lai']",CoRPORATE: cortical reconstruction by pruning outliers with Reeb analysis and topology-preserving evolution,2011
https://pubmed.ncbi.nlm.nih.gov/27838184/#affiliation-1,['2016 Dec 1;'],"['Sk Abdul Amin', 'Nilanjan Adhikari', 'Tarun Jha', 'Shovanlal Gayen']",First molecular modeling report on novel arylpyrimidine kynurenine monooxygenase inhibitors through multi-QSAR analysis against Huntington's disease: A proposal to chemists!,2016
https://pubmed.ncbi.nlm.nih.gov/30527129/#affiliation-1,['2019 Jan;'],"['Jose Luis Garcia-Arroyo', 'Begonya Garcia-Zapirain']",Segmentation of skin lesions in dermoscopy images using fuzzy classification of pixels and histogram thresholding,2019
https://pubmed.ncbi.nlm.nih.gov/30055530/#affiliation-1,['2018;'],"['Vidya Kudva', 'Keerthana Prasad', 'Shyamala Guruvare']",Automation of Detection of Cervical Cancer Using Convolutional Neural Networks,2018
https://pubmed.ncbi.nlm.nih.gov/26528652/#affiliation-1,['2015 Oct;'],"['Jeroen Van Schependom', 'Weiping Yu', 'Jorne Laton', 'Marc De Hert']",Do advanced statistical techniques really help in the diagnosis of the metabolic syndrome in patients treated with second-generation antipsychotics?,2015
https://pubmed.ncbi.nlm.nih.gov/30344618/#affiliation-1,['2018 Sep 23;'],"['Ioannis Tsougos', 'Alexandros Vamvakas', 'Constantin Kappas', 'Ioannis Fezoulidis', 'Katerina Vassiou', '\n              3\n            ']",Application of Radiomics and Decision Support Systems for Breast MR Differential Diagnosis,2018
https://pubmed.ncbi.nlm.nih.gov/32500688/#affiliation-1,['2020;'],"['S A Plaksin', 'L I Farshatova', 'I V Veselov', 'E B Zamyatina']",[Diagnosis of malignant pleural effusions using convolutional neural networks by the morphometric image analysis of facies of pleural exudate],2020
https://pubmed.ncbi.nlm.nih.gov/24243554/#affiliation-1,['2014 Dec;'],"['Lukasz Matulewicz', 'Jacobus F A Jansen', 'Hebert Alberto Vargas', 'Samson W Fine', 'James A Eastham', 'Jason A Koutcher']",Anatomic segmentation improves prostate cancer detection with artificial neural networks analysis of 1H magnetic resonance spectroscopic imaging,2014
https://pubmed.ncbi.nlm.nih.gov/30149250/#affiliation-1,['2018 Oct 1;'],"['Sumit K Banchhor', 'Narendra D Londhe', 'Tadashi Araki', 'Luca Saba', 'Petia Radeva', 'Narendra N Khanna', 'Jasjit S Suri']","Calcium detection, its quantification, and grayscale morphology-based risk stratification using machine learning in multimodality big data coronary and carotid scans: A review",2018
https://pubmed.ncbi.nlm.nih.gov/20703646/#affiliation-1,['2012 Apr;'],"['Radhwane Benali', 'Fethi Bereksi Reguig']",Automatic classification of heartbeats using wavelet neural network,2012
https://pubmed.ncbi.nlm.nih.gov/9747575/#affiliation-1,['1998 May;'],"['A Rakotomamonjy', 'B Migeon']",Automated neural network detection of wavelet preprocessed electrocardiogram late potentials,1998
https://pubmed.ncbi.nlm.nih.gov/24325128/#affiliation-1,['2014 Dec;'],"['U Rajendra Acharya', 'S Vinitha Sree', 'Filippo Molinari', 'Luca Saba']",GyneScan: an improved online paradigm for screening of ovarian cancer via tissue characterization,2014
https://pubmed.ncbi.nlm.nih.gov/32784179/#affiliation-1,['2020 Aug 12;'],"['Ashenafi Zebene Woldaregay', 'Ilkka Kalervo Launonen', 'David Albers', '\n              4\n            ', '\n              5\n            ', '\n              1\n            ', '\n              1\n            ']",A Novel Approach for Continuous Health Status Monitoring and Automatic Detection of Infection Incidences in People With Type 1 Diabetes Using Machine Learning Algorithms (Part 2): A Personalized Digital Infectious Disease Detection Mechanism,2020
https://pubmed.ncbi.nlm.nih.gov/25600633/#affiliation-1,['2015 Apr 1;'],"['Tian Ge', '\n              2\n            ', '\n              3\n            ', '\n              4\n            ', '\n              5\n            ', '\n              2\n            ', 'Mert R Sabuncu', '\n              7\n            ']",A kernel machine method for detecting effects of interaction between multidimensional variable sets: an imaging genetics application,2015
https://pubmed.ncbi.nlm.nih.gov/31350980/#affiliation-1,['2019 Jul 1;'],"['Sannasi Chakravarthy S R', 'Harikumar Rajaguru']",Lung Cancer Detection using Probabilistic Neural Network with modified Crow-Search Algorithm,2019
https://pubmed.ncbi.nlm.nih.gov/30784425/#affiliation-1,['2019 Apr;'],"['Nudrat Nida', 'Aun Irtaza', 'Ali Javed', 'Muhammad Haroon Yousaf', 'Muhammad Tariq Mahmood']",Melanoma lesion detection and segmentation using deep region based convolutional neural network and fuzzy C-means clustering,2019
https://pubmed.ncbi.nlm.nih.gov/21181487/#affiliation-1,['2011 Dec;'],"['N Santhiyakumari', 'P Rajendran']",Medical decision-making system of ultrasound carotid artery intima-media thickness using neural networks,2011
https://pubmed.ncbi.nlm.nih.gov/23305491/#affiliation-1,['2013 Jan 10;'],"['Antonio García-Manso', 'Carlos J García-Orellana', 'Ramón Gallardo-Caballero']",Consistent performance measurement of a system to detect masses in mammograms based on blind feature extraction,2013
https://pubmed.ncbi.nlm.nih.gov/29234807/#affiliation-1,['2017 Dec 12;'],"['Daniel Shu Wei Ting', '\n              2\n            ', '\n              1\n            ', 'Gilbert Lim', 'Gavin Siew Wei Tan', '\n              2\n            ', '\n              1\n            ', '\n              1\n            ', '\n              1\n            ', '\n              5\n            ', '\n              1\n            ', 'Shu Yen Lee', '\n              2\n            ', '\n              1\n            ', 'Charumathi Sabanayagam', '\n              2\n            ', '\n              1\n            ', 'Farah Ibrahim', 'Ngiap Chuan Tan', '\n              6\n            ', '\n              7\n            ', '\n              1\n            ', 'Ian Y Wong', 'Neil M Bressler', 'Sobha Sivaprasad', 'Rohit Varma', 'Jost B Jonas', 'Ming Guang He', 'Ching-Yu Cheng', '\n              2\n            ', '\n              1\n            ', 'Tin Aung', '\n              2\n            ', '\n              4\n            ', '\n              4\n            ', '\n              1\n            ']",Development and Validation of a Deep Learning System for Diabetic Retinopathy and Related Eye Diseases Using Retinal Images From Multiethnic Populations With Diabetes,2017
https://pubmed.ncbi.nlm.nih.gov/12204235/#affiliation-1,['2002;'],"['I Christoyianni', 'A Koutras', 'G Kokkinakis']",Computer aided diagnosis of breast cancer in digitized mammograms,2002
https://pubmed.ncbi.nlm.nih.gov/32143799/#affiliation-1,['2020 Mar;'],"['Luya Jin', 'Wen Lv', 'Guocan Han', 'Linhui Ni', 'Di Sun', 'Xingyue Hu', 'Huaying Cai']",Gait characteristics and clinical relevance of hereditary spinocerebellar ataxia on deep learning,2020
https://pubmed.ncbi.nlm.nih.gov/32321392/#affiliation-1,['2020;'],"['Abhimanyu Thakur', 'Ambika Prasad Mishra', 'Bishnupriya Panda', 'Kumari Sweta', 'Babita Majhi']",Detection of Disease-Specific Parent Cells Via Distinct Population of Nano-Vesicles by Machine Learning,2020
https://pubmed.ncbi.nlm.nih.gov/29500816/#affiliation-1,['2018 May;'],"['Hongsheng Jin', 'Zongyao Li', 'Ruofeng Tong', 'Lanfen Lin']",A deep 3D residual CNN for false-positive reduction in pulmonary nodule detection,2018
https://pubmed.ncbi.nlm.nih.gov/32183748/#affiliation-1,['2020 Mar 17;'],"['Keisuke Kawauchi', 'Sho Furuya', '\n              3\n            ', '\n              4\n            ', 'Chietsugu Katoh', '\n              6\n            ', '\n              2\n            ', 'Kentaro Kobayashi', 'Shiro Watanabe', 'Tohru Shiga', '\n              3\n            ']",A convolutional neural network-based system to classify patients using FDG PET/CT examinations,2020
https://pubmed.ncbi.nlm.nih.gov/24041480/#affiliation-1,['2014 Jan 15;'],"['Ye Chen', 'Judd Storrs', 'Lawrence J Mazlack', 'Long J Lu']",Detecting brain structural changes as biomarker from magnetic resonance images using a local feature based SVM approach,2014
https://pubmed.ncbi.nlm.nih.gov/14606364/#affiliation-1,['2003 Oct;'],"['Christopher R Porter', 'E David Crawford']",Combining artificial neural networks and transrectal ultrasound in the diagnosis of prostate cancer,2003
https://pubmed.ncbi.nlm.nih.gov/32143801/#affiliation-1,['2020 Mar;'],"['Asha Das', 'Madhu S Nair', 'David S Peter']",Batch Mode Active Learning on the Riemannian Manifold for Automated Scoring of Nuclear Pleomorphism in Breast Cancer,2020
https://pubmed.ncbi.nlm.nih.gov/30066123/#affiliation-1,['2019 Feb;'],"['Hongjun Yoon', '\n              2\n            ', '\n              1\n            ', '\n              1\n            ', '\n              1\n            ', '\n              1\n            ', '\n              3\n            ', '\n              4\n            ']",Tumor Identification in Colorectal Histology Images Using a Convolutional Neural Network,2019
https://pubmed.ncbi.nlm.nih.gov/29930257/#affiliation-1,['2018 Jun 21;'],"['Yohan Jun', 'Taejoon Eo', 'Taeseong Kim', 'Hyungseob Shin', 'Dosik Hwang', 'So Hi Bae', 'Yae Won Park', 'Ho-Joon Lee', 'Byoung Wook Choi', 'Sung Soo Ahn']",Deep-learned 3D black-blood imaging using automatic labelling technique and 3D convolutional neural networks for detecting metastatic brain tumors,2018
https://pubmed.ncbi.nlm.nih.gov/12410907/#affiliation-1,['2002 Nov;'],"['Patrizia Mecocci', 'Enzo Grossi', 'Marco Intraligi', 'Patrizia Rinaldi', 'Umberto Senin']",Use of artificial networks in clinical trials: a pilot study to predict responsiveness to donepezil in Alzheimer's disease,2002
https://pubmed.ncbi.nlm.nih.gov/17354800/#affiliation-1,['2006;'],"['Vassili A Kovalev', 'Lennart Thurfjell', 'Marco Pagani']",Asymmetry of SPECT perfusion image patterns as a diagnostic feature for Alzheimer's disease,2006
https://pubmed.ncbi.nlm.nih.gov/25916548/#affiliation-1,['2015 Jun;'],"['Diana María Herrera-Ibatá', 'Alejandro Pazos', 'Ricardo Alfredo Orbegozo-Medina', 'Francisco Javier Romero-Durán', 'Humberto González-Díaz']",Mapping chemical structure-activity information of HAART-drug cocktails over complex networks of AIDS epidemiology and socioeconomic data of U.S. counties,2015
https://pubmed.ncbi.nlm.nih.gov/10998586/#affiliation-1,['2000 Nov;'],"['D West', 'V West']",Model selection for a medical diagnostic decision support system: a breast cancer detection case,2000
https://pubmed.ncbi.nlm.nih.gov/11370897/#affiliation-1,['2001 Apr;'],"['H Li', 'Y Wang', 'S C Lo']",Computerized radiographic mass detection--part II: Decision support by featured database visualization and modular neural networks,2001
https://pubmed.ncbi.nlm.nih.gov/8956676/#affiliation-1,['1996 Dec;'],"['D Servan-Schreiber', 'J D Cohen']",Schizophrenic deficits in the processing of context. A test of a theoretical model,1996
https://pubmed.ncbi.nlm.nih.gov/23815446/#affiliation-1,['2011 Aug;'],"['Beibei Cheng', 'David Erdos', 'William V Stoecker', 'David D Gómez']",Automatic detection of basal cell carcinoma using telangiectasia analysis in dermoscopy skin lesion images,2011
https://pubmed.ncbi.nlm.nih.gov/25702248/#affiliation-1,['2015 Dec;'],"['Bo Cheng', '\n              2\n            ', 'Mingxia Liu', '\n              4\n            ', '\n              5\n            ', '\n              6\n            ', 'Daoqiang Zhang', 'Alzheimer’s Disease Neuroimaging Initiative']",Multimodal manifold-regularized transfer learning for MCI conversion prediction,2015
https://pubmed.ncbi.nlm.nih.gov/33004907/#affiliation-1,['2020 Oct 1;'],"['Vadim Gliner', 'Noam Keidar', 'Vladimir Makarov', 'Arutyun I Avetisyan', 'Assaf Schuster', 'Yael Yaniv']",Automatic classification of healthy and disease conditions from images or digital standard 12-lead electrocardiograms,2020
https://pubmed.ncbi.nlm.nih.gov/31825348/#affiliation-1,['2019;'],"['A E Nikolaev', 'V Yu Chernina', 'I A Blokhin', 'A N Shapiev', 'A P Gonchar', 'V A Gombolevskiy', 'A V Petraikin', 'A Yu Silin', 'G D Petrova', 'S P Morozov']",[The future of computer-aided diagnostics in chest computed tomography],2019
https://pubmed.ncbi.nlm.nih.gov/31989910/#affiliation-1,['2019;'],"['Ummadi Janardhan Reddy', 'Busi Venkata Ramana Reddy', 'Boddi Eswara Reddy']",Categorization & Recognition of Lung Tumor Using Machine Learning Representations,2019
https://pubmed.ncbi.nlm.nih.gov/19384704/#affiliation-1,['2009;'],"['M Messadi', 'A Bessaid']",Extraction of specific parameters for skin tumour classification,2009
https://pubmed.ncbi.nlm.nih.gov/29452179/#affiliation-1,['2018 Aug 1;'],"['Michele Perni', 'Pavan K Challa', 'Julius B Kirkegaard', 'Ryan Limbocker', 'Mandy Koopman', 'Maarten C Hardenberg', 'Pietro Sormanni', 'Thomas Müller', 'Kadi L Saar', 'Lianne W Y Roode', 'Johnny Habchi', 'Giulia Vecchi', 'Nilumi Fernando', 'Samuel Casford', 'Ellen A A Nollen', 'Michele Vendruscolo', 'Christopher M Dobson', 'Tuomas P J Knowles']",Massively parallel C. elegans tracking provides multi-dimensional fingerprints for phenotypic discovery,2018
https://pubmed.ncbi.nlm.nih.gov/30440620/#affiliation-1,['2018 Jul;'],"['Xulei Yang', 'Li Wang', 'Yi Su']",Skin Lesion Analysis By Multi-Target Deep Neural Networks,2018
https://pubmed.ncbi.nlm.nih.gov/30091413/#affiliation-1,['2019;'],"['Yan Hu', 'Yi Lu', 'Shuo Wang', 'Mengying Zhang', 'Xiaosheng Qu', 'Bing Niu']",Application of Machine Learning Approaches for the Design and Study of Anticancer Drugs,2019
https://pubmed.ncbi.nlm.nih.gov/23792982/#affiliation-1,['2013 Dec;'],"['Xin Liu', 'Duygu Tosun', 'Norbert Schuff']",Locally linear embedding (LLE) for MRI based Alzheimer's disease classification,2013
https://pubmed.ncbi.nlm.nih.gov/15121055/#affiliation-1,['2004 May;'],"['L Bocchi', 'G Coppini', 'G Valli']",Detection of single and clustered microcalcifications in mammograms using fractals models and neural networks,2004
https://pubmed.ncbi.nlm.nih.gov/33017992/#affiliation-1,['2020 Jul;'],"['Yibo Gao', 'Zuhao Liu']",A Novel Approach for Atrial Fibrillation Signal Identification Based on Temporal Attention Mechanism,2020
https://pubmed.ncbi.nlm.nih.gov/15318304/#affiliation-1,['2004;'],"['Bogusław Stefaniak', 'Witold Cholewiński']",Prediction of left ventricular ejection fraction in patients with coronary artery disease based on an analysis of perfusion patterns at rest. Assessment by an artificial neural network,2004
https://pubmed.ncbi.nlm.nih.gov/18846369/#affiliation-1,['2009 Feb;'],"['Benoît Magnin', 'Lilia Mesrob', 'Mélanie Pélégrini-Issac', 'Marie Sarazin', 'Stéphane Lehéricy']",Support vector machine-based classification of Alzheimer's disease from whole-brain anatomical MRI,2009
https://pubmed.ncbi.nlm.nih.gov/15191321/#affiliation-1,['2004 May;'],"['Wei Keat Lim', 'Meng Joo Er']",Classification of mammographic masses using generalized dynamic fuzzy neural networks,2004
https://pubmed.ncbi.nlm.nih.gov/31319964/#affiliation-1,['2019 Aug;'],"['Mohamed Hosni', 'Ibtissam Abnane', 'Ali Idri', 'Juan M Carrillo de Gea', 'José Luis Fernández Alemán']",Reviewing ensemble classification methods in breast cancer,2019
https://pubmed.ncbi.nlm.nih.gov/20426118/#affiliation-1,['2009;'],"['Matías Nicolás Bossa', 'Ernesto Zacur']",Tensor-based morphometry with mappings parameterized by stationary velocity fields in Alzheimer's disease neuroimaging initiative,2009
https://pubmed.ncbi.nlm.nih.gov/31218516/#affiliation-1,['2019 Sep;'],"['Saba Mohammadi', 'Mahdi Mohammadi', 'Vahab Dehlaghi', 'Arash Ahmadi']","Automatic Segmentation, Detection, and Diagnosis of Abdominal Aortic Aneurysm (AAA) Using Convolutional Neural Networks and Hough Circles Algorithm",2019
https://pubmed.ncbi.nlm.nih.gov/17946652/#affiliation-1,['2006;'],"['S Poonguzhali', 'G Ravindran']",Performance evaluation of feature extraction methods for classifying abnormalities in ultrasound liver images using neural network,2006
https://pubmed.ncbi.nlm.nih.gov/28149964/#affiliation-1,['2016 Oct;'],"['Yingying Zhu', 'Xiaofeng Zhu', 'Minjeong Kim', 'Dinggang Shen', 'Guorong Wu']",Early Diagnosis of Alzheimer's Disease by Joint Feature Selection and Classification on Temporally Structured Support Vector Machine,2016
https://pubmed.ncbi.nlm.nih.gov/32706807/#affiliation-1,['2020 Jul 24;'],"['Xiao-Ling Zou', 'Yong Ren', 'Ding-Yun Feng', 'Xu-Qi He', 'Yue-Fei Guo', 'Hai-Ling Yang', 'Xian Li', 'Jia Fang', 'Quan Li', 'Jun-Jie Ye', 'Lan-Qing Han', 'Tian-Tuo Zhang']",A promising approach for screening pulmonary hypertension based on frontal chest radiographs using deep learning: A retrospective study,2020
https://pubmed.ncbi.nlm.nih.gov/27507324/#affiliation-1,['2017 Jan;'],"['Fulong Ren', 'Peng Cao', 'Wei Li', 'Dazhe Zhao', 'Osmar Zaiane']",Ensemble based adaptive over-sampling method for imbalanced data learning in computer aided detection of microaneurysm,2017
https://pubmed.ncbi.nlm.nih.gov/25822397/#affiliation-1,['2015 Dec;'],"['T Jaya', 'J Dheeba', 'N Albert Singh']",Detection of Hard Exudates in Colour Fundus Images Using Fuzzy Support Vector Machine-Based Expert System,2015
https://pubmed.ncbi.nlm.nih.gov/15248543/#affiliation-1,['2004 Jul;'],"['Liang-Yu Shyu', 'Ying-Hsuan Wu']",Using wavelet transform and fuzzy neural network for VPC detection from the Holter ECG,2004
https://pubmed.ncbi.nlm.nih.gov/25901024/#affiliation-1,['2015 May;'],"['Weiyu Zhang', 'Qian Yu', 'Behjat Siddiquie', 'Ajay Divakaran', 'Harpreet Sawhney']","""Snap-n-Eat"": Food Recognition and Nutrition Estimation on a Smartphone",2015
https://pubmed.ncbi.nlm.nih.gov/26401773/#affiliation-1,['2015;'],"['Stefan Klöppel', '\n              2\n            ', '\n              4\n            ', '\n              2\n            ', '\n              4\n            ', '\n              1\n            ', '\n              1\n            ', '\n              1\n            ', '\n              5\n            ', '\n              1\n            ', '\n              1\n            ', 'Karl Egger', 'Juergen Dukart', '\n              8\n            ', '\n              8\n            ', '\n              9\n            ', '\n              11\n            ', 'Werner Vach', 'Horst Urbach', 'Stefan Teipel', 'Michael Hüll', '\n              14\n            ', '\n              2\n            ', 'Alzheimer’s Disease Neuroimaging Initiative']",Applying Automated MR-Based Diagnostic Methods to the Memory Clinic: A Prospective Study,2015
https://pubmed.ncbi.nlm.nih.gov/29358103/#affiliation-1,['2018 Mar 1;'],"['Jen Hong Tan', 'Yuki Hagiwara', 'Winnie Pang', 'Ivy Lim', 'Shu Lih Oh', 'Muhammad Adam', 'Ru San Tan', 'Ming Chen', 'U Rajendra Acharya']",Application of stacked convolutional and long short-term memory network for accurate identification of CAD ECG signals,2018
https://pubmed.ncbi.nlm.nih.gov/31505046/#affiliation-1,['2019 Nov;'],"['Dong Joo Rhee', '\n              2\n            ', '\n              2\n            ', '\n              3\n            ', '\n              4\n            ', '\n              2\n            ', '\n              2\n            ', '\n              3\n            ', '\n              5\n            ', '\n              6\n            ', '\n              2\n            ']",Automatic detection of contouring errors using convolutional neural networks,2019
https://pubmed.ncbi.nlm.nih.gov/11080006/#affiliation-1,['2000;'],['C L Tsien'],Event discovery in medical time-series data,2000
https://pubmed.ncbi.nlm.nih.gov/29124453/#affiliation-1,['2017 Nov 9;'],"['Somasundaram S K', 'Alli P']",A Machine Learning Ensemble Classifier for Early Prediction of Diabetic Retinopathy,2017
https://pubmed.ncbi.nlm.nih.gov/31947256/#affiliation-1,['2019 Jul;'],"['Alexandros Papadopoulos', 'Sevasti Bostanjopoulou', 'Ray K Chaudhuri']",Multiple-Instance Learning for In-The-Wild Parkinsonian Tremor Detection,2019
https://pubmed.ncbi.nlm.nih.gov/8130511/#affiliation-1,['1993;'],"['J S Lin', 'P A Ligomenides', 'S K Mun']",Application of artificial neural networks for reduction of false-positive detections in digital chest radiographs,1993
https://pubmed.ncbi.nlm.nih.gov/29455079/#affiliation-1,['2018 Apr 1;'],"['Odelin Charron', 'Alex Lallement', 'Delphine Jarnet', 'Vincent Noblet', 'Jean-Baptiste Clavier', 'Philippe Meyer']",Automatic detection and segmentation of brain metastases on multimodal MR images with a deep convolutional neural network,2018
https://pubmed.ncbi.nlm.nih.gov/30603907/#affiliation-1,['2019 Mar;'],"['Ayelet Zlotogorski-Hurvitz', '\n              2\n            ', '\n              3\n            ', '\n              3\n            ', '\n              4\n            ', '\n              5\n            ']",FTIR-based spectrum of salivary exosomes coupled with computational-aided discriminating analysis in the diagnosis of oral cancer,2019
https://pubmed.ncbi.nlm.nih.gov/32919186/#affiliation-1,['2020 Sep;'],"['Jasjit S Suri', 'Anudeep Puvvula', 'Mainak Biswas', 'Misha Majhail', 'Luca Saba', 'Gavino Faa', 'Inder M Singh', 'Ronald Oberleitner', 'Monika Turk', 'Paramjit S Chadha', 'Amer M Johri', 'J Miguel Sanches', 'Narendra N Khanna', 'Klaudija Viskovic', 'Sophie Mavrogeni', 'John R Laird', 'Gyan Pareek', 'Martin Miner', 'David W Sobel', 'Antonella Balestrieri', 'Petros P Sfikakis', 'George Tsoulfas', 'Athanasios Protogerou', 'Durga Prasanna Misra', 'Vikas Agarwal', 'George D Kitas', 'Puneet Ahluwalia', 'Raghu Kolluri', 'Jagjit Teji', 'Mustafa Al Maini', 'Ann Agbakoba', 'Surinder K Dhanjil', 'Meyypan Sockalingam', 'Ajit Saxena', 'Andrew Nicolaides', 'Aditya Sharma', 'Vijay Rathore', 'Janet N A Ajuluchukwu', 'Mostafa Fatemi', 'Azra Alizad', 'Vijay Viswanathan', 'Pudukode R Krishnan', 'Subbaram Naidu']",COVID-19 pathways for brain and heart injury in comorbidity patients: A role of medical imaging and artificial intelligence-based COVID severity classification: A review,2020
https://pubmed.ncbi.nlm.nih.gov/32132862/#affiliation-1,['2020 Jan 15;'],"['Wen-Chien Ting', '\n              2\n            ', '\n              3\n            ', '\n              4\n            ', '\n              5\n            ', '\n              6\n            ', 'Chia-Ling Lin']",Machine Learning in Prediction of Second Primary Cancer and Recurrence in Colorectal Cancer,2020
https://pubmed.ncbi.nlm.nih.gov/18044661/#affiliation-1,['2007;'],"['Abdelmonem Feki', 'Olivier Teboul', 'Bruno Bozon', 'Philippe Hantraye', 'Benoit Delatour']",Fully automated and adaptive detection of amyloid plaques in stained brain sections of Alzheimer transgenic mice,2007
https://pubmed.ncbi.nlm.nih.gov/28211015/#affiliation-1,['2017 Mar;'],['Bram van Ginneken'],"Fifty years of computer analysis in chest imaging: rule-based, machine learning, deep learning",2017
https://pubmed.ncbi.nlm.nih.gov/29710751/#affiliation-1,['2018;'],"['Juan Dai', 'Zhong Ji', '\n              2\n            ', '\n              1\n            ', '\n              1\n            ']",In vivo noninvasive blood glucose detection using near-infrared spectrum based on the PSO-2ANN model,2018
https://pubmed.ncbi.nlm.nih.gov/30222584/#affiliation-1,['2020;'],"['Abazar Arabameri', 'Pegah Teymourpour']",Detection of Colorectal Carcinoma Based on Microbiota Analysis Using Generalized Regression Neural Networks and Nonlinear Feature Selection,2020
https://pubmed.ncbi.nlm.nih.gov/11313202/#affiliation-1,['2001 Mar;'],['B Vandenbunder'],[Genomics in the understanding of the mechanisms of transcriptional regulation],2001
https://pubmed.ncbi.nlm.nih.gov/31728941/#affiliation-1,['2019 Dec;'],"['Saroj Kumar Pandey', 'Rekh Ram Janghel']",Automatic detection of arrhythmia from imbalanced ECG database using CNN model with SMOTE,2019
https://pubmed.ncbi.nlm.nih.gov/28756238/#affiliation-1,['2017 Nov 1;'],"['Shruti Mishra', 'Brian A Gordon', 'Yi Su', 'Jon Christensen', 'Karl Friedrichsen', 'Kelley Jackson', 'Russ Hornbeck', 'David A Balota', 'Nigel J Cairns', 'John C Morris', 'Beau M Ances', 'Tammie L S Benzinger']",AV-1451 PET imaging of tau pathology in preclinical Alzheimer disease: Defining a summary measure,2017
https://pubmed.ncbi.nlm.nih.gov/31853698/#affiliation-1,['2019 Dec 18;'],"['Haoren Wang', 'Haotian Shi', 'Xiaojun Chen', 'Liqun Zhao', 'Yixiang Huang', 'Chengliang Liu']",An Improved Convolutional Neural Network Based Approach for Automated Heartbeat Classification,2019
https://pubmed.ncbi.nlm.nih.gov/28732461/#affiliation-1,['2017 Jul 21;'],"['Yanan Zhu', 'Qi Ouyang', '\n              2\n            ', 'Youdong Mao', '\n              5\n            ']",A deep convolutional neural network approach to single-particle recognition in cryo-electron microscopy,2017
https://pubmed.ncbi.nlm.nih.gov/29873026/#affiliation-1,['2018 Dec;'],"['Guanghui Han', '\n              2\n            ', '\n              3\n            ', '\n              3\n            ', '\n              3\n            ', '\n              3\n            ']",Automatic recognition of 3D GGO CT imaging signs through the fusion of hybrid resampling and layer-wise fine-tuning CNNs,2018
https://pubmed.ncbi.nlm.nih.gov/22824187/#affiliation-1,['2012 Jul 23;'],"['Paolo Emilio Puddu', 'Alessandro Menotti']",Artificial neural networks versus proportional hazards Cox models to predict 45-year all-cause mortality in the Italian Rural Areas of the Seven Countries Study,2012
